Produto,Preço,Marca
Calcort Deflazacorte 6mg 20 Comprimidos,"R$47,52",Calcort
Fluive 200mg Sabor Laranja 16 Sachês Com 5g Cada,"R$23,90",Fluive
Fluive 600mg Sabor Laranja 16 Sachês Com 5g Cada,"R$7,00",Fluive
Xafac 15mg - Rivaroxabana - 42 Comprimidos,"R$20,79",Xafac
Desrinite 120mg - Cloridrato De Fexofenadina - 10 Comprimidos,"R$27,38",Desrinite
Conduvaz - Diosmina 450mg + Hesperidina 50mg - 30 Comprimidos,"R$33,59",Conduvaz
KIT 3X: COMPOSTO DE MEL DE EUCALIPTO COM PRóPOLIS ALVORADA 330G,"R$8,90",Alvorada Orgânico
Aciclovir 200mg 60 Comprimidos Pharlab Genérico,"R$120,50",Pharlab
Bromidrato De Vortioxetina 5mg 30 Comprimidos Genérico Althaia,"R$67,19",Bromidrato de Vortioxetina
Bromidrato De Vortioxetina 20mg 30 Comprimidos Genérico Althaia,"R$278,00",Bromidrato de Vortioxetina
Bromidrato De Vortioxetina 15mg 60 Comprimidos Genérico Althaia,"R$381,98",Bromidrato de Vortioxetina
Bromidrato De Vortioxetina 15mg 30 Comprimidos Genérico Althaia,"R$148,48",Bromidrato de Vortioxetina
Bromidrato De Vortioxetina 10mg 60 Comprimidos Genérico Althaia,"R$198,99",Bromidrato de Vortioxetina
Bromidrato De Vortioxetina 10mg 30 Comprimidos Genérico Althaia,"R$125,19",Bromidrato de Vortioxetina
Cloridrato De Fluoxetina 20mg 30 Cápsulas Eurofarma Genérico,"R$16,29",Cloridrato de Fluoxetina
Leduo Cloridrato De Duloxetina 30mg 30 Cápsulas,"R$62,99",Leduo
Labirin XR 48mg Caixa 30 Comprimidos,"R$80,90",Labirin
Labirin XR 32mg Caixa 30 Comprimidos,"R$59,90",Labirin
Angeliq Estradiol 1mg + Drospirenona 2mg 84 Comprimidos,"R$49,90",Angeliq
"Feminique 20 Drospirenona 3mg + Etinilestradiol 0,02mg - 24 Comprimidos","R$368,00",Feminique
Algilive Lisinato De Cetoprofeno 320mg 10 Cápsulas,"R$65,59",Algilive
Algilive Lisinato De Cetoprofeno 160mg 10 Cápsulas,"R$57,97",Algilive
Hiscongex Maleato De Bronfeniramina 12mg + Cloridrato De Fenilefrina 15mg 12 Comprimidos,"R$32,81",Hiscongex
Leduo Duloxetina 60mg - 60 Cápsulas,"R$25,59",Leduo
Leduo Duloxetina 30mg 60 Cápsulas,"R$188,00",Leduo
Arcoxia Etoricoxibe 90mg 5 Comprimidos,"R$114,49",Arcoxia
Neo B - Nitrato De Tiamina 100mg + Cloridrato De Piridoxina 100mg + Cianocobalamina 5000mcg - 30 Comprimidos,"R$61,19",Neo B
Diatarcom MR Gliclazida 60mg 30 Comprimidos,"R$83,99",Diatarcom
Diatarcom MR Gliclazida 30mg 60 Comprimidos,"R$37,90",Diatarcom
Cloridrato De Pioglitazona 30mg 30 Comprimidos Germed Genérico,"R$37,90",Cloridrato De Pioglitazona
Cloridrato De Pioglitazona 15mg 30 Comprimidos Germed Genérico,"R$81,49",Cloridrato De Pioglitazona
Aceratum Peróxido De Carbamida 100mg/Ml Frasco 10ml,"R$54,79",Aceratum
"Respir Kids Cloreto De Sódio 0,9% Pó Para Solução Nasal Refil 15 Sachês De 1,095g Cada","R$22,69",Respir
Omeprazol 20mg 56 Cápsulas Pharlab Genérico,"R$41,59",Pharlab
Cloridrato De Bupropiona 150mg 30 Comprimidos Liberação Prolongada 24 Horas Eurofarma Genérico,"R$17,99",Eurofarma
Diamox Acetazolamida 250mg 30 Comprimidos,"R$63,39",Diamox
"Molièri 30 Sem Parar Drospirenona 3mg + Etinilestradiol 0,03mg 28 Comprimidos","R$27,29",Molieri
Levofloxacino 500mg 10 Comprimidos Germed Genérico,"R$63,59",Germed
"Nasoar XT 0,9% 15 Envelopes + Lavador Nasal 240ml","R$70,00",Nasoar
Cronobê Complex Nitrato De Tiamina 100mg + Cloridrato De Piridoxina 100mg + Cianocobalamina 5mg 30 Comprimidos,"R$79,86",Cronobe
Ecoxe Etoricoxibe 90mg 7 Comprimidos,"R$96,41",Ecoxe
Captopril 50mg 30 Comprimidos Germed Genérico,"R$71,99",Germed
Vitamina D D3Caps Colecalciferol 50.000UI 4 Cápsulas,"R$15,89",D3Caps
Aviv Desvenlafaxina 100mg 30 Comprimidos,"R$52,99",Aviv
Noripurum EV Sacarato De Óxido Férrico 100mg/5ml Endovenoso Com 5 Ampolas De 5ml Cada,"R$42,39",Noripurum Ev
"Lur Desloratadina 1,25mg/Ml Gotas 20ml","R$89,99",Lur
Denpryx Cloridrato De Valaciclovir 500mg 10 Comprimidos,"R$93,29",Denpryx
Ecoxe Etoricoxibe 60mg 14 Comprimidos,"R$51,59",Ecoxe
Cloridrato De Bupropiona 150mg 60 Comprimidos EMS Genérico,"R$117,49",Ems
Vitamina D D3CAPS Colecalciferol 7.000UI 30 Cápsulas,"R$111,49",D3Caps
Limonada Purgativa Natulab 200ml,"R$94,48",Limonada Purgativa
ADESIVO PARA ALíVIO DA FEBRE BYE BYE FEVER BEBêS 0 A 2 ANOS - 2 PACOTES COM 2 UNIDADES CADA,"R$59,39",Hisamitsu
MEL SILVESTRE ORGâNICO ALVORADA 430G,"R$47,51",Alvorada Orgânico
Bivolet Nebivolol 5mg 90 Comprimidos,"R$12,27",Bivolet
Ragione Cloridrato De Metilfenidato 36mg 30 Comprimidos,"R$28,99",Ragione
Cloridrato De Tetraciclina 500mg 12 Cápsulas Prati Donaduzzi Genérico,"R$20,59",Prati Donaduzzi
Nimsy Nimesulida 100mg 12 Comprimidos,"R$33,12",Nimsy
"Jardiance Duo Empagliflozina 12,5mg + Metformina 850mg 60 Comprimidos","R$216,00",Jardiance Duo
Oxalato De Escitalopram 15mg 30 Comprimidos Eurofarma Genérico,"R$36,20",Eurofarma
Cloridrato De Bupropiona 150mg 30 Comprimidos EMS Genérico Liberação 12 Horas,"R$79,49",Ems
EXTRATO DE PRÓPOLIS VERDE 250MG NATURE HEALTHY 60 CÁPSULAS,"R$63,79",Nature Healthy
Pregabalina 50mg 30 Cápsulas Medley Genérico,"R$48,28",Medley
Amoxicilina 500mg + Clavulanato De Potássio 125mg 18 Comprimidos Ranbaxy Genérico,"R$41,56",Ranbaxy
"Androgel Testosterona 16,2 Mg/G Pump Gel Transdérmico 88g","R$97,99",Androgel
EXTRATO PRóPOLIS VERDE 70 APIS FLORA 30ML,"R$278,00",Apis Flora
Quetros Quetiapina 100mg 60 Comprimidos,"R$250,22",Quetros
Contrave Cloridrato De Naltrexona 8mg + Cloridrato De Bupropiona 90mg - 120 Comprimidos,"R$47,40",Contrave
Rusovas Rosuvastatina Cálcica 20mg 90 Comprimidos,"R$223,99",Rusovas
Prebictal 75mg 30 Cápsulas,"R$679,94",Prebictal
Dicloridrato De Hidroxizina 25mg 30 Comprimidos Germed Genérico,"R$519,98",Germed
Cloridrato De Nebivolol 5mg 28 Comprimidos Neo Química Genérico,"R$140,48",Neo Química
"Atenolol + Clortalidona 50/12,5mg 30 Comprimidos Germed Genérico","R$93,99",Germed
Prebictal 50mg 30 Cápsulas,"R$37,70",Prebictal
Prednisona 5mg 10 Comprimidos Germed Genérico,"R$55,19",Germed
Hiclato De Doxiciclina 100mg Pharlab Genérico 20 Comprimidos,"R$21,39",Pharlab
Lidocana 50mg Pomada 25g EMS Genérico,"R$88,70",Ems
Lakos Lacosamida 200mg 60 Comprimidos,"R$10,99",Lakos
Desogestrel 75mcg 28 Comprimidos União Química Genérico,"R$23,69",União Química
EXTRATO DE PRóPOLIS ORGâNICO MN FOOD 30ML,"R$18,39",Mn Food
"Cloridrato De Tansulosina 0,4mg 30 Comprimidos EMS Genérico","R$477,01",Ems
"Acetato De Clormadinona 2mg + Etinilestradiol 0,03mg 21 Comprimidos Althaia Genérico","R$27,59",Althaia
Melysse Acebrofilina 50mg/Ml Xarope 120ml,"R$77,88",Melysse
Levofloxacino 750mg 7 Comprimidos Sandoz Genérico,"R$70,99",Levofloxacino
Abidor Paracetamol 750mg 20 Comprimidos,"R$34,39",Abidor
Nevrix Cianocobalamina 100mg + Piridoxina 100mg + Cianocobalamina 5mg 90 Comprimidos,"R$50,39",Nevrix
Restiva Buprenorfina 5mg 4 Adesivos Transdérmicos,"R$79,99",Restiva
Zastat Prednisolona 20mg 10 Comprimidos,"R$21,79",Zastat
Vivencia Patch Rivastigmina 10cm² 18mg Adesivos Transdérmicos 30 Unidades,"R$215,99",Vivencia
Ibuprofeno 400mg 10 Cápsulas Gelatinosas Mole Althaia Genérico,"R$221,05",Althaia
Restiva Buprenorfina 10mg 4 Adesivos Transdérmicos,"R$26,54",Restiva
Succinato De Metoprolol 50mg 30 Comprimidos Cimed Genérico,"R$416,82",Cimed
Apixabana 5mg 60 Comprimidos Zydus Genérico,"R$13,49",Zydus Brasil
Juneve Dimesilato De Lisdexanfetamina 70mg 28 Cápsulas,"R$281,42",Juneve
Lakos Lacosamida 50mg 30 Comprimidos,"R$27,99",Lakos
Mel De Laranjeira Alvorada 780g,"R$194,99",Alvorada Orgânico
PRóPOLIS VERDE NUTRIFY 60 CáPSULAS,"R$411,75",Powerdent
"Olanexyn Olanzapina 2,5mg 30 Comprimidos","R$78,49",Olanexyn
KIT 4 EXTRATO PRóPOLIS VERDE - FLORADA ALECRIM DO CAMPO - LIVRE DE CERA (WAX FREE) 30ML - APIáRIO ITAICI CERTIFICADO SIM,"R$118,88",Apiario Itaici
Aberalgina Dipirona Monoidratada 500mg/ML Solução Gotas 20ml,"R$91,88",Aberalgina
"Carvedilol 12,5mg 30 Comprimidos Germed Genérico","R$72,49",Germed
Cloridrato De Ambroxol Pediátrico 15mg/5ml Xarope 120ml Sabor Cereja Cimed Genérico,"R$147,00",Cloridrato de Ambroxol
Nesta Diário Tadalafila 5mg - 30 Comprimidos,"R$5,93",Nesta
Ragione Cloridrato De Metilfenidato 54mg 30 Comprimidos,"R$22,40",Ragione
Leite De Magnésia Magmax Sabor Tradicional 300ml,"R$15,43",Magmax
Desventag Succinato Desvenlafaxina 50mg 30 Comprimidos,"R$102,49",Desventag
Juneve Dimesilato De Lisdexanfetamina 30mg 28 Cápsulas,"R$339,52",Juneve
Hominus Doxazosina 2mg + Finasterida 5mg 60 Cápsulas,"R$180,99",Hominus
Glya Pregabalina 75mg 60 Cápsulas,"R$68,92",Glya
"Travamed MT Travoprosta 0,04mg + Timolol 5mg Solução Oftálmica Estéril 2,5ml","R$144,50",Travamed
Juneve Dimesilato De Lisdexanfetamina 50mg 28 Cápsulas,"R$411,75",Juneve
Desventag Succinato De Desvenlafaxina Monoidratado 100mg 30 Comprimidos,"R$138,49",Desventag
Maxalgina Dipirona Monoidratada 1g 20 Comprimidos,"R$22,67",Maxalgina
Slinda Drospirenona 4mg 72 + 12 Comprimidos,"R$229,91",Slinda
Extrato Própolis Verde Aquoso Mundo Verde Seleção 30ml,"R$25,11",Mundo Verde
Zeropin Pregabalina 75mg 28 Cápsulas,"R$63,59",Zeropin
Pielus MX Minoxidil 50mg Solução Capilar 5% Spray 100ml,"R$86,98",Pielus
Kalonat Sol 10ml Natulab,"R$20,22",Natulab
AtivB Mecobalamina 1000mcg 30 Comprimidos,"R$49,90",Ativb
Vivencia Patch Rivastigmina 5cm² 9mg Adesivos Transdérmicos 30 Unidades,"R$282,23",Vivencia
Benetosse Hedera Helix L. 15mg/Ml Xarope 100ml,"R$33,81",Benetosse
Cloridrato De Metilfenidato 18mg 30 Comprimidos Teva Genérico,"R$153,00",Teva
Totti SL Trometamol Cetorolaco 10mg - 20 Comprimidos,"R$44,46",Totti
Petamig 50mg 30 Cápsulas,"R$130,99",Petamig
Naridrin Alto Volume Cloreto De Sódio 9mg/Ml 30 Envelopes + Frasco 240ml,"R$104,79",Naridrin
Axetilcefuroxima 250mg 14 Comprimidos Ranbaxy Genérico,"R$48,99",Ranbaxy
Firialta Finerenona 20mg 28 Comprimidos,"R$94,49",Firialta
Bivolet Nebivolol 5mg 90 Comprimidos,"R$213,98",Bivolet
"Nasoar XT 0,9% 15 Envelopes + Lavador Nasal 240ml","R$171,19",Nasoar
Cronobê Complex Nitrato De Tiamina 100mg + Cloridrato De Piridoxina 100mg + Cianocobalamina 5mg 30 Comprimidos,"R$137,50",Cronobe
Ecoxe Etoricoxibe 90mg 7 Comprimidos,"R$79,86",Ecoxe
Captopril 50mg 30 Comprimidos Germed Genérico,"R$96,41",Germed
Omeprazol 20mg 56 Cápsulas Pharlab Genérico,"R$71,99",Pharlab
Aviv Desvenlafaxina 100mg 30 Comprimidos,"R$15,89",Aviv
Noripurum EV Sacarato De Óxido Férrico 100mg/5ml Endovenoso Com 5 Ampolas De 5ml Cada,"R$17,99",Noripurum Ev
"Lur Desloratadina 1,25mg/Ml Gotas 20ml","R$89,99",Lur
Denpryx Cloridrato De Valaciclovir 500mg 10 Comprimidos,"R$93,29",Denpryx
Levofloxacino 500mg 10 Comprimidos Germed Genérico,"R$51,59",Germed
Ecoxe Etoricoxibe 60mg 14 Comprimidos,"R$117,49",Ecoxe
Cloridrato De Bupropiona 150mg 60 Comprimidos EMS Genérico,"R$70,00",Ems
Vitamina D D3CAPS Colecalciferol 7.000UI 30 Cápsulas,"R$111,49",D3Caps
Limonada Purgativa Natulab 200ml,"R$94,48",Limonada Purgativa
Lakos Lacosamida 100mg 60 Comprimidos,"R$59,39",Lakos
Aspirina Prevent Ácido Acetilsalicílico 100mg 100 Comprimidos,"R$47,51",Aspirina Prevent
Vitamina D3 15000UI 4 Cápsulas Biolab,"R$12,27",Vitamina D3
Doss Colecalciferol 50.000UI 12 Cápsulas,"R$261,98",Doss
"Ajovy Fremanezumabe 225mg Solução Injetável 1,5ml","R$73,50",Ajovy
Inspra Eplerenona 25mg 30 Comprimidos,"R$36,39",Inspra
Ravuma Ciprofibrato 100mg 30 Comprimidos,"R$154,99",Ravuma
"Sabine Letrozol 2,5mg 30 Comprimidos","R$110,65",Sabine
Blugrip Pelargonium Sidoides DC. 825mg/Ml Solução Gotas 20ml,"R$1303,02",Blugrip
Acetilcisteína 20mg/Ml Xarope 120ml Eurofarma Genérico,"R$67,59",Acetilcisteina
Extrato De Propolis Sem Alcool Smells 30ml,"R$23,73",Smel
Fosfato Sódico De Prednisolona 3mg/Ml Solução Oral 60ml Vitamedic Genérico,"R$14,99",Vitamedic
Cloridrato De Metilfenidato 36mg 30 Comprimidos Teva Genérico,"R$209,98",Teva
Estreva Estradiol 1mg/G Gel 50g,"R$93,49",Estreva
Cronobê Complex IM Nitrato De Tiamina 100mg + Cloridrato De Piridoxina 100mg + Cianocobalamina 5mg Solução Injetável 3 Ampolas De 2ml,"R$26,39",Cronobe
Rosuvastatina Cálcica 20mg 30 Comprimidos Neo Química Genérico,"R$32,19",Neo Química
Doxiclin Hiclato De Doxiciclina 100mg 20 Comprimidos,"R$44,96",Ferisept
Refil Nasoar XT 5% 15 Envelopes,"R$79,98",Nasoar
"Refil Nasoar XT 0,9% 15 Envelopes","R$69,72",Nasoar
Nasoar XT 5% 15 Envelopes + Lavador Nasal 240ml,"R$93,99",Nasoar
Vitamina D D3Caps Colecalciferol 50.000UI 4 Cápsulas,"R$52,99",D3Caps
Cloridrato De Bupropiona 150mg 30 Comprimidos Liberação Prolongada 24 Horas Eurofarma Genérico,"R$42,39",Eurofarma
Diamox Acetazolamida 250mg 30 Comprimidos,"R$63,39",Diamox
MEL SILVESTRE ORGâNICO ALVORADA 430G,"R$27,29",Alvorada Orgânico
"Molièri 30 Sem Parar Drospirenona 3mg + Etinilestradiol 0,03mg 28 Comprimidos","R$69,88",Molieri
Rivaroxabana 10mg 30 Comprimidos Eurofarma Genérico,"R$63,59",Eurofarma
Bálsamo Branco Catarinense 30ml,"R$103,00",Balsamo
Propzinco Sabor Romã Spray 30ml,"R$24,64",Propzinco
Propzinco Sabor Menta Spray 30ml,"R$15,83",Propzinco
Propzinco Sabor Mel Spray 30ml,"R$17,80",Propzinco
Propzinco Sabor Gengibre Spray 30ml,"R$15,83",Propzinco
Dipropionato De Beclometasona 200mcg Aerossol 200 Doses Glenmark Genérico,"R$17,80",Glenmark
Dipropionato De Beclometasona 50mcg Aerossol Oral 200 Doses Glenmark Genérico,"R$44,19",Glenmark
Zider Cloridrato De Memantina 20mg/Ml Solução Oral 30ml,"R$31,19",Zider
Rivaroxabana 20mg 30 Comprimidos Eurofarma Genérico,"R$82,99",Eurofarma
Rivaroxabana 15mg 30 Comprimidos Eurofarma Genérico,"R$74,48",Eurofarma
Xarope Vick Mel Expectorante 100ml,"R$63,78",Vick
Ondansetrona 4mg 10 Comprimidos Medley Genérico,"R$38,59",Medley
Anador 1G 10 Comprimidos,"R$22,09",Anador
Magnésia Sobral Tradicional Suspensão 100ml,"R$16,02",Magnesia Sobral
Besilato De Anlodipino 10mg Vitamedic 30 Comprimidos Genérico,"R$7,23",Vitamedic
Suplemento Alimentar Nactil 600mg Myralis - 30 Comprimidos,"R$11,49",Nactil
Unak Sinvastatina 20mg 30 Comprimidos,"R$93,64",Unak
Dixil Minoxidil 50mg/Ml Solução Spray Capilar 50ml,"R$32,31",Dixil
Amoxicilina 400mg + Clavulanato De Potássio 57mg Pó Para Suspensão Oral Frasco 70ml União Química Genérico,"R$70,63",União Química
"Amoxicilina 250mg + Clavulanato De Potássio 62,5mg Pó Para Suspensão Oral Frasco 75ml União Química Genérico","R$55,99",União Química
Rivaroxabana 15mg 30 Comprimidos Cimed Genérico,"R$45,59",Cimed
"Trol Par Cloridrato De Tramadol 37,5mg + Paracetamol 325mg 10 Comprimidos","R$71,48",Trol Par
Bilyt Carbonato De Lítio 300mg 60 Comprimidos,"R$34,99",Bilyt
Glibenclamida 5mg 30 Comprimidos Medley Genérico,"R$38,99",Medley
Sonic Cloridrato De Trazodona 50mg 60 Comprimidos,"R$13,29",Sonic
Symdulor SL Trometamol Cetorolaco 10mg 20 Comprimidos,"R$64,39",Symdulor
Symdulor SL Trometamol Cetorolaco 10mg 10 Comprimidos,"R$69,47",Symdulor
Ragione Cloridrato De Metilfenidato 36mg 30 Comprimidos,"R$36,58",Ragione
Anador 1G 20 Comprimidos,"R$29,14",Anador
Anador 1G 4 Comprimidos,"R$6,55",Anador
Sonic Cloridrato De Trazodona 100mg 30 Comprimidos,"R$64,39",Sonic
"Sinustrat 0,04% Hidratante Nasal Solução Spray 30ml","R$59,66",Sinustrat
Unak Sivastatina 40mg 30 Comprimidos,"R$63,09",Unak
Isotretinoina 20mg 30 Cápsulas Althaia Genérico,"R$68,99",Althaia
Clo Cloridrato De Clomipramina 10mg 30 Comprimidos,"R$59,39",Clo
Nitazoxanida 20mg/Ml Pó Para Suspensão Oral 45ml Germed Genérico,"R$26,69",Germed
Tobramicina 3mg/Ml Solução Oftálmica Estéril 5ml,"R$19,39",Geolab
Erysidoron 1 Weleda Solução Oral 50ml,"R$21,19",Weleda
Erysidoron 1 Weleda Glóbulos 20g,"R$110,90",Weleda
Pyrit-Zinnober Weleda 80 Comprimidos,"R$110,90",Weleda
Pralívio Ibuprofeno 400mg 10 Cápsulas Gel Mole Cimed,"R$105,90",Pralivio
Olmesartana 40mg + Hidroclorotiazida 25mg 30 Comprimidos Germed Genérico,"R$22,28",Germed
Olmesartana Medoxomila 20mg 30 Comprimidos Germed Genérico,"R$45,59",Germed
Olmesartana Medoxomila 40mg 30 Comprimidos Germed Genérico,"R$21,89",Germed
Carbonato De Lítio 300mg 60 Comprimidos Eurofarma Genérico,"R$42,39",Eurofarma
Carbonato De Lítio 300mg 90 Comprimidos Eurofarma Genérico,"R$28,29",Eurofarma
Risedronato Sódico 150mg 1 Comprimido Eurofarma Genérico,"R$51,79",Germed
Apixabana 5mg 20 Comprimidos Medley Genérico,"R$63,19",Medley
Apixabana 5mg 60 Comprimidos Medley Genérico,"R$48,79",Medley
"Olmesartana 40mg + Hidroclorotiazida 12,5mg 30 Comprimidos Germed Genérico","R$187,99",Germed
Nimesulida 100mg 12 Comprimidos Germed Genérico,"R$45,39",Germed
Cloridrato De Memantina 10mg 50 Comprimidos Novartis Genérico,"R$9,35",Sandoz
"Cabergolina 0,5mg 2 Comprimidos Nova Química Genérico","R$49,99",Nova Química
Pregabalina 75mg 30 Cápsulas Germed Genérico,"R$72,49",Germed
Pregabalina 150mg 30 Cápsulas Germed Genérico,"R$38,99",Germed
"Volare 40mg Solução Injetável 0,4ml + 6 Seringas","R$44,20",Volare
"Olopatadina 2mg/Ml Ranbaxy Solução Oftálmica 2,5ml Genérico","R$524,30",Ranbaxy
Hedd Aripiprazol 10mg 30 Comprimidos,"R$41,79",Hedd
Maleato De Enalapril 20mg 30 Comprimidos Vitamedic Genérico,"R$180,98",Vitamedic
Probiótico Floratil 250mg 6 Cápsulas,"R$144,79",Floratil
Silarym 200mg 60 Cápsulas,"R$16,19",Silarym
Azitrophar Azitromicina 600mg Frasco Com Pó Para Suspensão Oral + Seringa 5ml,"R$42,39",Azitrophar
"Drospirenona 3mg + Etinilestradiol 0,03mg 63 Comprimidos Eurofarma Genérico","R$122,99",Eurofarma
"Azitrophar Azitromicina 900mg Frasco Com Pó Para Suspensão Oral 22,5ml + Seringa 5ml","R$34,79",Azitrophar
Amoxicilina 875mg + Clavulanato De Potássio 125mg 20 Comprimidos Ranbaxy Genérico,"R$82,00",Ranbaxy
Mirtazapina 15mg 30 Comprimidos Cimed Genérico,"R$25,02",Cimed
Atorvastatina Cálcica 40mg 30 Comprimidos Geolab Genérico,"R$86,99",Geolab
Carbonato De Lítio 300mg 60 Comprimidos Biolab Genérico,"R$56,79",Biolab
"Picbam Apixabana 2,5mg 20 Comprimidos","R$33,99",Picbam
"Picbam Apixabana 2,5mg 60 Comprimidos","R$31,59",Picbam
Picbam Apixabana 5mg 60 Comprimidos,"R$94,49",Picbam
Olmesartana 20mg 30 Comprimidos Medley Genérico,"R$253,98",Medley
Nitazoxanida 20mg/Ml Pó Para Suspensão Oral 100ml Germed Genérico,"R$253,98",Germed
Olanzapina 5mg 30 Comprimidos Germed Genérico,"R$23,59",Germed
KIT 6X: MEL PURO ORGâNICO ORGANIC 300G,"R$26,49",Organic
"Cloridrato De Tansulosina 0,4mg 30 Comprimidos Zydus Nikkho Genérico","R$69,99",Zydus Brasil
"Apixabana 2,5mg 60 Comprimidos Medley Genérico","R$261,88",Medley
"Apixabana 2,5mg 20 Comprimidos Medley Genérico","R$84,99",Medley
"Apixabana 2,5mg 20 Comprimidos Neo Química Genérico","R$65,19",Neo Química
"Apixabana 2,5mg 60 Comprimidos Neo Química Genérico","R$165,98",Nova Química
Apixabana 5mg 60 Comprimidos Neo Química Genérico,"R$204,99",Neo Química
"Olmesartana 20mg + Hidroclorotiazida 12,5mg 30 Comprimidos Germed Genérico","R$41,99",Germed
Endofer Ferripolimaltose 50mg/Ml Gotas 30ml,"R$35,70",Endofer
Optilar Trometamol Cetorolaco 4mg/Ml Solução Oftálmica Gotas 10ml,"R$80,51",Optilar
"Alphabrin Tartarato De Brimonidina 2,0mg/Ml Solução Oftálmica Estéril 5ml","R$41,99",Alphabrin
"Bimagan Bimatoprosta 0,3mg/Ml Solução Oftálmica Estéril 3ml","R$56,79",Bimagan
OHDE Caps 15.000UI 10 Cápsulas,"R$106,99",Ohde
Prosoy Cloridrato De Dapoxetina 30mg 6 Comprimidos,"R$59,19",Prosoy
Bedoze Hidroxocobalamina 5mg/Ml Solução Injetável 2 Ampolas 1ml Cada,"R$43,39",Bedoze
Repatha Evolocumabe 140mg/Ml Solução Injetável + 2 Canetas Injetoras SureClick,"R$1650,02",Repatha
Alta D Caps Colecalciferol 15.000UI 10 Cápsulas Moles,"R$113,99",Alta D
Alta D Caps Colecalciferol 7.000UI 30 Cápsulas Moles,"R$85,99",Alta D
Endofer Ferripolimaltose 100mg 30 Comprimidos Mastigáveis,"R$49,99",Endofer
Optilar Trometamol Cetorolaco 5mg/Ml Solução Oftálmica Gotas 5ml,"R$41,59",Optilar
"Cronocor Carvedilol 3,125mg 30 Comprimidos","R$19,09",Cronocor
"Cronocor Carvedilol 6,25mg 30 Comprimidos","R$25,49",Cronocor
"Cronocor Carvedilol 12,5mg 30 Comprimidos","R$20,79",Cronocor
Embo Apixabana 5mg 60 Comprimidos,"R$229,99",Embo
Cronocor Carvedilol 25mg 30 Comprimidos,"R$28,69",Cronocor
Embo Apixabana 5mg 20 Comprimidos,"R$74,99",Embo
"Embo Apixabana 2,5mg 60 Comprimidos","R$229,99",Embo
Cronocor Carvedilol 25mg 60 Comprimidos,"R$57,79",Cronocor
"Embo Apixabana 2,5mg 20 Comprimidos","R$78,92",Embo
Oxalato De Escitalopram 20mg 60 Comprimidos Eurofarma Genérico,"R$92,48",Eurofarma
Aviv Desvenlafaxina 50mg 60 Comprimidos,"R$127,00",Aviv
Dipirona Monohidratada 1g 10 Comprimidos Medley Genérico,"R$20,50",Dipirona Sodica
Minoxidil 50mg Solução Capilar Frasco 50ml + Válvula Spray Biosintética Genérico,"R$7,50",Aché
Risedross Risedronato Sódico 150mg 2 Comprimidos,"R$68,99",Risedross
Sutriptan Succinato De Sumatriptana 50mg 2 Comprimidos,"R$187,98",Sutripitan
Sutriptan Succinato De Sumatriptana 100mg 2 Comprimidos,"R$22,99",Sutripitan
Ana-Flex Citrato De Orfenadrina 35mg + Dipirona Monoidratada 300mg + Cafeína Anidra 50mg 30 Comprimidos,"R$58,59",Ana-Flex
Livalo Pitavastatina Cálcica 2mg 60 Comprimidos,"R$21,40",Livalo
Nitrofurantoina 100mg 28 Cápsulas Teuto Genérico,"R$181,98",Teuto
Etoricoxibe 90mg 14 Comprimidos EMS Genérico,"R$9,35",Ems
Etoricoxibe 90mg 7 Comprimidos EMS Genérico,"R$56,19",Ems
"Xalanoft Latanoprosta 50mcg/Ml + Timolol 5 Mg/Ml Solução Oftálmica Frasco Gotejador 2,5ml","R$42,39",Xalanoft
"Xaloftal Latanoprosta 50mcg/Ml Solução Oftálmica Frasco Gotejador 2,5ml","R$106,99",Xaloftal
Visoptic Cloridrato De Betaxolol 5mg/Ml Solução Oftálmica Gotas 5ml,"R$98,99",Visoptic
"Travoptic Travoprosta 0,04mg/Ml Solução Oftálmica Gotas 2,5ml","R$23,09",Travoptic
Fusor Oxalato De Escitalopram 15mg 30 Comprimidos,"R$68,39",Fusor
Fusor Oxalato De Escitalopram 20mg Gotas 15ml,"R$115,49",Fusor
Valerato De Betametasona + Sulfato De Gentamicina + Tolnaftato + Clioquinol Creme 20g Germed Genérico,"R$94,78",Germed
Pitavastatina Cálcica 2mg 30 Comprimidos Biolab Genérico,"R$24,09",Biolab
Tobramicina 3mg/Ml Solução Oftálmica 5ml Germed Genérico,"R$70,99",Germed
Xakilis Apixabana 5mg 20 Comprimidos,"R$46,39",Xakilis
"Xakilis Apixabana 2,5mg 60 Comprimidos","R$37,11",Xakilis
"Xakilis Apixabana 2,5mg 20 Comprimidos","R$116,49",Xakilis
Xakilis Apixabana 5mg 60 Comprimidos,"R$93,20",Xakilis
Fusor Oxalato De Escitalopram 10mg 30 Comprimidos,"R$47,19",Fusor
Leite De Magnésia Magmax Sabor Hortelã Frasco 100ml,"R$37,75",Magmax
"Sais Para Reidratação Oral Hidraplex Natulab Pó Para Solução Oral 4 Envelopes De 27,9g Cada","R$116,99",Hidraplex
Patz SL Hemitartarato De Zolpidem 10mg 30 Comprimidos Sublinguais,"R$93,59",Patz
Pilox Minoxidil 50mg/Ml Solução Spray Capilar 50ml,"R$48,79",Pilox
Vitamina D Althaia 50.000UI 8 Cápsulas,"R$39,03",Vitamina D3
"Alfaestradiol 0,25mg/Ml 100ml Solução Capilar Biolab Genérico","R$7,91",Biolab
